date,price,txCount,txVolume,activeAddresses,symbol,name,open,high,low,close,volume,market
2014-08-18,0.020159,10.0,6072.616524,10.0,MAID,MaidSafeCoin,0.020159,0.020482,0.018254,0.01871,6995.0,9123050.0
2014-08-18,0.103604,1663.0,13559.008043,3441.0,VTC,Vertcoin,0.103604,0.108125,0.08795,0.091987,7330.0,715883.0
2014-08-18,0.002336,,,,XLM,Stellar,0.002336,0.002368,0.001928,0.002025,104237.0,2421500.0
2014-08-19,461.48,74554.0,244869152.218,187501.0,BTC,Bitcoin,461.48,485.71,455.54,485.25,38422400.0,6072520000.0
2014-08-19,1.55,1585.0,1546720.46503,6101.0,DASH,Dash,1.55,3.32,1.44,3.32,674022.0,7077960.0
2014-08-19,0.000198,40.0,747.86522296,184.0,DGB,DigiByte,0.000198,0.000216,0.000194,0.000195,1186.0,246539.0
2014-08-19,0.000107,20363.0,815027.787497,24028.0,DOGE,Dogecoin,0.000107,0.000117,0.000105,0.000114,194961.0,9621110.0
2014-08-19,3.71,5319.0,105274950.113,12121.0,LTC,Litecoin,3.71,4.76,3.65,4.67,8650900.0,116072000.0
2014-08-19,0.018711,1.0,856.327626,2.0,MAID,MaidSafeCoin,0.018711,0.019451,0.018295,0.018295,2142.0,8467800.0
2014-08-19,0.09199,1694.0,45241.4712571,3420.0,VTC,Vertcoin,0.09199,0.10599,0.082963,0.104961,13807.0,635632.0
2014-08-19,0.002028,,,,XLM,Stellar,0.002028,0.002224,0.001998,0.002224,66941.0,2114990.0
2014-08-20,485.07,73673.0,232802533.262,187301.0,BTC,Bitcoin,485.07,518.28,467.51,511.98,46527600.0,6385230000.0
2014-08-20,3.36,1470.0,1945090.20343,3921.0,DASH,Dash,3.36,3.91,3.18,3.81,722557.0,15377700.0
2014-08-20,0.000195,99.0,19484.0418922,438.0,DGB,DigiByte,0.000195,0.000228,0.000184,0.00022,588.0,242141.0
2014-08-20,0.000114,19475.0,650823.458409,23593.0,DOGE,Dogecoin,0.000114,0.000132,0.000114,0.00013,260171.0,10298100.0
2014-08-20,4.72,5687.0,204048165.25,11972.0,LTC,Litecoin,4.72,5.69,4.4,5.45,10691200.0,147518000.0
2014-08-20,0.018289,2.0,77.527071,4.0,MAID,MaidSafeCoin,0.018289,0.020993,0.018288,0.020777,5893.0,8276640.0
2014-08-20,0.104974,1990.0,16937.6101329,3784.0,VTC,Vertcoin,0.104974,0.110435,0.096751,0.108064,8299.0,725349.0
2014-08-20,0.002223,,,,XLM,Stellar,0.002223,0.002521,0.002221,0.002496,96584.0,2318890.0
2014-08-21,510.45,72999.0,349744517.85,193839.0,BTC,Bitcoin,510.45,531.9,510.45,517.24,49444200.0,6721410000.0
2014-08-21,3.8,1296.0,6336414.63043,3671.0,DASH,Dash,3.8,3.89,3.37,3.38,241925.0,17412100.0
2014-08-21,0.000219,80.0,2227.07675519,364.0,DGB,DigiByte,0.000219,0.000235,0.000208,0.000213,1271.0,272758.0
2014-08-21,0.000131,20205.0,841024.567017,27573.0,DOGE,Dogecoin,0.000131,0.00014,0.000128,0.000132,273433.0,11816100.0
2014-08-21,5.46,4551.0,128591553.601,12079.0,LTC,Litecoin,5.46,6.13,5.46,5.8,10657900.0,171088000.0
2014-08-21,0.020715,3.0,5228.0517,5.0,MAID,MaidSafeCoin,0.020715,0.021386,0.020583,0.020718,4732.0,9374580.0
2014-08-21,0.107743,1834.0,16630.2033762,3650.0,VTC,Vertcoin,0.107743,0.123515,0.104954,0.123278,9893.0,744483.0
2014-08-21,0.002488,,,,XLM,Stellar,0.002488,0.002624,0.002329,0.00239,76029.0,2595540.0
2014-08-22,517.58,66841.0,1600469639.01,182544.0,BTC,Bitcoin,517.58,521.48,501.27,514.04,36563900.0,6817460000.0
2014-08-22,3.37,1320.0,8798888.44732,4193.0,DASH,Dash,3.37,3.42,2.81,3.17,286798.0,15430600.0
2014-08-22,0.000212,82.0,800.386934552,460.0,DGB,DigiByte,0.000212,0.000215,0.000198,0.000198,1193.0,263916.0
2014-08-22,0.000132,15780.0,553397.375773,22211.0,DOGE,Dogecoin,0.000132,0.000132,0.00012,0.000125,206936.0,11916900.0
2014-08-22,5.8,3832.0,91910008.6202,10808.0,LTC,Litecoin,5.8,5.81,5.01,5.25,6563270.0,181670000.0
2014-08-22,0.020732,8.0,11317.101232,8.0,MAID,MaidSafeCoin,0.020732,0.02076,0.018629,0.019453,8555.0,9382140.0
2014-08-22,0.122029,2104.0,111972.556426,3950.0,VTC,Vertcoin,0.122029,0.128932,0.11353,0.127346,14314.0,843196.0
2014-08-22,0.002392,,,,XLM,Stellar,0.002392,0.002408,0.002272,0.002355,50589.0,2495560.0
2014-08-23,513.39,57431.0,291662432.723,150731.0,BTC,Bitcoin,513.39,514.3,492.11,498.07,25171900.0,6764340000.0
2014-08-23,3.17,1235.0,566043.88242,5238.0,DASH,Dash,3.17,3.31,2.98,2.99,132039.0,14503600.0
2014-08-23,0.000198,90.0,1245.30377326,443.0,DGB,DigiByte,0.000198,0.000205,0.000192,0.000194,442.0,245898.0
2014-08-23,0.000125,16189.0,341164.322522,20332.0,DOGE,Dogecoin,0.000125,0.000126,0.000119,0.00012,121028.0,11266000.0
2014-08-23,5.24,3247.0,22347548.1211,9586.0,LTC,Litecoin,5.24,5.25,4.72,4.9,4216910.0,164240000.0
2014-08-23,0.019428,10.0,10679.532744,9.0,MAID,MaidSafeCoin,0.019428,0.019887,0.019061,0.019302,8823.0,8792370.0
2014-08-23,0.127206,1842.0,95510.8038912,3761.0,VTC,Vertcoin,0.127206,0.140831,0.109307,0.109307,30238.0,878968.0
2014-08-23,0.002358,,,,XLM,Stellar,0.002358,0.002388,0.002222,0.002237,43776.0,2460170.0
2014-08-24,498.29,56549.0,162582670.106,206396.0,BTC,Bitcoin,498.29,512.89,497.35,508.29,19441700.0,6567300000.0
2014-08-24,2.99,1041.0,774794.926029,3646.0,DASH,Dash,2.99,3.13,2.98,3.09,64140.0,13697900.0
2014-08-24,0.000194,56.0,371.251950271,296.0,DGB,DigiByte,0.000194,0.000213,0.000194,0.000202,270.0,241164.0
2014-08-24,0.00012,24574.0,272582.165869,27588.0,DOGE,Dogecoin,0.00012,0.000126,0.00012,0.000126,112592.0,10883800.0
2014-08-24,4.89,3372.0,40049877.9435,9673.0,LTC,Litecoin,4.89,5.62,4.87,5.45,7834340.0,153696000.0
2014-08-24,0.01931,3.0,963.06694,5.0,MAID,MaidSafeCoin,0.01931,0.021978,0.017753,0.018263,3407.0,8738880.0
2014-08-24,0.109353,2019.0,31747.4234017,3770.0,VTC,Vertcoin,0.109353,0.123766,0.108426,0.122313,28627.0,789731.0
2014-08-24,0.002237,,,,XLM,Stellar,0.002237,0.002293,0.002201,0.002232,37470.0,2333070.0
2014-08-25,508.22,69757.0,433336192.459,180432.0,BTC,Bitcoin,508.22,508.22,499.23,502.5,18356700.0,6700090000.0
2014-08-25,3.09,1014.0,370181.960592,2914.0,DASH,Dash,3.09,3.09,2.67,2.68,133764.0,14164300.0
2014-08-25,0.000202,81.0,2070.64474413,546.0,DGB,DigiByte,0.000202,0.000204,0.000197,0.0002,175.0,250920.0
2014-08-25,0.000126,17893.0,1880313.24317,23146.0,DOGE,Dogecoin,0.000126,0.000126,0.000112,0.000113,366814.0,11431400.0
2014-08-25,5.4,3418.0,19463921.8032,9724.0,LTC,Litecoin,5.4,5.43,5.12,5.21,3771750.0,169653000.0
2014-08-25,0.018261,1.0,43.990749,2.0,MAID,MaidSafeCoin,0.018261,0.01971,0.018121,0.019042,1634.0,8264010.0
2014-08-25,0.121801,1863.0,20713.6728256,3590.0,VTC,Vertcoin,0.121801,0.122013,0.115214,0.116919,10375.0,883222.0
2014-08-25,0.002236,,,,XLM,Stellar,0.002236,0.002242,0.002175,0.002221,38512.0,2332310.0
2014-08-26,502.54,72487.0,835221894.745,190227.0,BTC,Bitcoin,502.54,512.69,502.54,511.57,23235100.0,6626970000.0
2014-08-26,2.69,987.0,765389.978746,2778.0,DASH,Dash,2.69,2.88,2.57,2.72,157503.0,12326200.0
2014-08-26,0.0002,77.0,311.281348893,499.0,DGB,DigiByte,0.0002,0.000202,0.000186,0.000196,851.0,249007.0
2014-08-26,0.000113,19480.0,1397344.77596,25912.0,DOGE,Dogecoin,0.000113,0.000178,0.000111,0.000145,1430870.0,10200200.0
2014-08-26,5.2,3698.0,14429758.979,10585.0,LTC,Litecoin,5.2,5.59,5.2,5.54,4855760.0,163703000.0
2014-08-26,0.019044,4.0,1267.94952,6.0,MAID,MaidSafeCoin,0.019044,0.021101,0.01863,0.019886,3767.0,8618270.0
2014-08-26,0.117426,1783.0,32082.6137886,3546.0,VTC,Vertcoin,0.117426,0.122619,0.112393,0.120304,17600.0,854896.0
2014-08-26,0.002221,,,,XLM,Stellar,0.002221,0.002338,0.002221,0.002315,99823.0,2316850.0
2014-08-27,512.19,74412.0,703213840.676,188383.0,BTC,Bitcoin,512.19,520.71,510.92,511.15,22648500.0,6756340000.0
2014-08-27,2.72,1063.0,996739.023984,3023.0,DASH,Dash,2.72,2.72,2.18,2.29,328963.0,12514400.0
2014-08-27,0.000196,117.0,1338.46273354,658.0,DGB,DigiByte,0.000196,0.000202,0.000196,0.000196,2118.0,243970.0
2014-08-27,0.000144,18537.0,832305.411611,24701.0,DOGE,Dogecoin,0.000144,0.000151,0.000138,0.000139,317321.0,13099600.0
2014-08-27,5.55,3717.0,38034617.2081,10491.0,LTC,Litecoin,5.55,5.82,5.31,5.39,6557750.0,174764000.0
2014-08-27,0.01991,3.0,1186.8351,4.0,MAID,MaidSafeCoin,0.01991,0.020492,0.019251,0.019833,3061.0,9010320.0
2014-08-27,0.120436,1878.0,27036.3430027,3766.0,VTC,Vertcoin,0.120436,0.124251,0.118754,0.121055,6859.0,880225.0
2014-08-27,0.002281,,,,XLM,Stellar,0.002281,0.002328,0.002268,0.002273,60132.0,2379110.0
2014-08-28,510.88,68455.0,336434675.627,193251.0,BTC,Bitcoin,510.88,516.16,506.88,507.81,19862000.0,6741320000.0
2014-08-28,2.29,1051.0,1708585.02019,2927.0,DASH,Dash,2.29,2.55,2.15,2.37,158460.0,10516400.0
2014-08-28,0.000196,259.0,1631.22644883,737.0,DGB,DigiByte,0.000196,0.000209,0.00019,0.000191,1447.0,243664.0
2014-08-28,0.000139,17295.0,657054.351081,24914.0,DOGE,Dogecoin,0.000139,0.000142,0.000129,0.000131,188059.0,12645200.0
2014-08-28,5.39,3164.0,20132234.3375,8927.0,LTC,Litecoin,5.39,5.46,5.14,5.28,3621080.0,169957000.0
2014-08-28,0.019823,8.0,23089.731285,7.0,MAID,MaidSafeCoin,0.019823,0.01991,0.019199,0.019216,2862.0,8970860.0
2014-08-28,0.121001,1744.0,17298.3736289,3449.0,VTC,Vertcoin,0.121001,0.121811,0.117458,0.118417,7511.0,887869.0
2014-08-28,0.00227,,,,XLM,Stellar,0.00227,0.002316,0.002109,0.00218,90044.0,2368000.0
2014-08-29,508.42,68444.0,277383818.986,166050.0,BTC,Bitcoin,508.43,511.69,503.82,508.52,17624800.0,6711080000.0
2014-08-29,2.38,985.0,617009.08365,2979.0,DASH,Dash,2.38,2.59,2.36,2.55,148519.0,10944500.0
2014-08-29,0.000191,349.0,1441.91799217,564.0,DGB,DigiByte,0.000191,0.000195,0.00019,0.000192,1396.0,237851.0
2014-08-29,0.000132,18387.0,456712.251993,27022.0,DOGE,Dogecoin,0.000132,0.000133,0.000126,0.000129,136449.0,11988700.0
2014-08-29,5.29,3971.0,15539673.3656,10029.0,LTC,Litecoin,5.29,5.39,5.18,5.36,2455120.0,166992000.0
2014-08-29,0.019239,7.0,11833.158579,9.0,MAID,MaidSafeCoin,0.019239,0.020818,0.018609,0.020786,12303.0,8706560.0
2014-08-29,0.120806,1499.0,14786.0250293,3070.0,VTC,Vertcoin,0.120806,0.124563,0.117141,0.122558,11247.0,889887.0
2014-08-29,0.002184,,,,XLM,Stellar,0.002184,0.002257,0.002164,0.002211,43049.0,2278590.0
2014-08-30,508.59,61032.0,235155376.62,166215.0,BTC,Bitcoin,508.59,509.31,501.64,504.25,9424070.0,6715420000.0
2014-08-30,2.55,1095.0,294801.822192,3000.0,DASH,Dash,2.55,2.6,2.35,2.43,85691.0,11735400.0
2014-08-30,0.000192,478.0,1576.39784437,953.0,DGB,DigiByte,0.000192,0.000206,0.000171,0.000189,1477.0,238356.0
2014-08-30,0.000129,15118.0,369213.170288,20309.0,DOGE,Dogecoin,0.000129,0.000135,0.000128,0.000135,131446.0,11752600.0
2014-08-30,5.36,3609.0,11539342.3293,9382.0,LTC,Litecoin,5.36,5.42,5.17,5.23,2227060.0,169080000.0
2014-08-30,0.020789,6.0,13935.656682,8.0,MAID,MaidSafeCoin,0.020789,0.021065,0.018878,0.018972,7567.0,9408250.0
2014-08-30,0.122505,1751.0,119000.181885,3697.0,VTC,Vertcoin,0.122505,0.125661,0.111092,0.11811,29082.0,905680.0
2014-08-30,0.002218,,,,XLM,Stellar,0.002218,0.00224,0.002186,0.002195,39116.0,2314020.0
2014-08-31,502.9,57567.0,215992863.226,191493.0,BTC,Bitcoin,502.9,504.88,474.81,477.76,44632300.0,6642630000.0
2014-08-31,2.44,1065.0,162127.701742,2979.0,DASH,Dash,2.44,2.47,2.22,2.41,112735.0,11238900.0
2014-08-31,0.000188,431.0,1096.13271019,909.0,DGB,DigiByte,0.000188,0.000188,0.000165,0.000166,613.0,234359.0
2014-08-31,0.000135,25594.0,1123428.73382,28987.0,DOGE,Dogecoin,0.000135,0.000147,0.000129,0.000131,291765.0,12315600.0
2014-08-31,5.21,4027.0,41682764.6013,10147.0,LTC,Litecoin,5.21,5.23,4.82,4.86,6174680.0,164491000.0
2014-08-31,0.018921,0.0,0.0,0.0,MAID,MaidSafeCoin,0.018921,0.018995,0.01807,0.018139,1405.0,8562840.0
2014-08-31,0.117394,1735.0,33598.5139041,3515.0,VTC,Vertcoin,0.117394,0.118566,0.103899,0.108105,16632.0,871286.0
2014-08-31,0.00219,,,,XLM,Stellar,0.00219,0.002215,0.002048,0.002061,22844.0,2284040.0
2014-09-01,477.79,70247.0,275976918.573,191798.0,BTC,Bitcoin,477.79,485.31,471.91,474.88,20432000.0,6313120000.0
2014-09-01,2.4,1106.0,128329.442765,2992.0,DASH,Dash,2.4,2.42,2.27,2.27,73377.0,11072200.0
2014-09-01,0.000166,554.0,3142.58209982,1238.0,DGB,DigiByte,0.000166,0.000173,0.000157,0.000157,797.0,206674.0
2014-09-01,0.000131,21170.0,893372.221214,26502.0,DOGE,Dogecoin,0.000131,0.000133,0.000127,0.000131,132860.0,11934900.0
2014-09-01,4.86,4307.0,28352257.455,10031.0,LTC,Litecoin,4.86,4.96,4.71,4.71,2185090.0,153547000.0
2014-09-01,0.01814,11.0,37208.02426,12.0,MAID,MaidSafeCoin,0.01814,0.019047,0.017732,0.018204,3484.0,8209210.0
2014-09-01,0.108014,1590.0,29533.2678524,3383.0,VTC,Vertcoin,0.108014,0.114369,0.105059,0.11253,13675.0,804834.0
2014-09-01,0.002061,,,,XLM,Stellar,0.002061,0.002098,0.001999,0.00201,27975.0,2149450.0
2014-09-02,474.48,71762.0,217800544.795,189170.0,BTC,Bitcoin,474.48,482.99,472.32,477.43,23337900.0,6270970000.0
2014-09-02,2.27,1078.0,193464.563317,3005.0,DASH,Dash,2.27,2.36,2.26,2.32,52918.0,10450100.0
2014-09-02,0.000157,1500.0,4869.01598881,2080.0,DGB,DigiByte,0.000157,0.00016,0.000144,0.000148,1975.0,196524.0
2014-09-02,0.00013,19798.0,1049920.84374,26405.0,DOGE,Dogecoin,0.00013,0.000134,0.000128,0.000132,129321.0,11843900.0
2014-09-02,4.71,4041.0,29038246.5819,9891.0,LTC,Litecoin,4.71,4.89,4.64,4.82,3392930.0,149094000.0
2014-09-02,0.018189,9.0,23732.516097,11.0,MAID,MaidSafeCoin,0.018189,0.018652,0.017482,0.017736,3133.0,8231340.0
2014-09-02,0.112413,1755.0,38609.5825667,3513.0,VTC,Vertcoin,0.112413,0.116745,0.10937,0.11309,11284.0,840855.0
2014-09-02,0.002008,,,,XLM,Stellar,0.002008,0.002034,0.001984,0.001999,23793.0,2094120.0
2014-09-03,476.87,71699.0,181229718.418,172493.0,BTC,Bitcoin,476.87,481.71,476.21,477.59,13342200.0,6304370000.0
2014-09-03,2.32,1222.0,552524.098031,3409.0,DASH,Dash,2.32,2.78,2.3,2.64,173985.0,10716400.0
2014-09-03,0.000148,1412.0,4080.21385348,1817.0,DGB,DigiByte,0.000148,0.000151,0.000115,0.000121,2629.0,184856.0
2014-09-03,0.000132,21042.0,758052.741615,25474.0,DOGE,Dogecoin,0.000132,0.00014,0.000132,0.00014,149367.0,12044400.0
2014-09-03,4.82,4170.0,31367084.2321,9510.0,LTC,Litecoin,4.82,4.92,4.77,4.87,1452640.0,152710000.0
2014-09-03,0.017715,13.0,89265.60156,7.0,MAID,MaidSafeCoin,0.017715,0.019032,0.017715,0.018871,9115.0,8017100.0
2014-09-03,0.112966,1538.0,27241.1301316,3237.0,VTC,Vertcoin,0.112966,0.114446,0.109681,0.113888,6548.0,848194.0
2014-09-03,0.001998,,,,XLM,Stellar,0.001998,0.002101,0.001994,0.002059,36081.0,2084530.0
2014-09-04,477.68,70652.0,168284559.091,179396.0,BTC,Bitcoin,477.68,493.93,477.09,489.66,26081400.0,6317100000.0
2014-09-04,2.66,1286.0,402369.193964,3597.0,DASH,Dash,2.66,3.4,2.6,3.08,393252.0,12295500.0
2014-09-04,0.000121,1911.0,4709.02507978,2407.0,DGB,DigiByte,0.000121,0.000129,0.000111,0.000113,2395.0,151256.0
2014-09-04,0.00014,21828.0,986853.510883,26520.0,DOGE,Dogecoin,0.00014,0.000168,0.000139,0.000157,573631.0,12803600.0
2014-09-04,4.87,4769.0,16647848.2418,10701.0,LTC,Litecoin,4.87,5.29,4.86,5.18,3630100.0,154428000.0
2014-09-04,0.018875,1.0,9437.5,2.0,MAID,MaidSafeCoin,0.018875,0.020775,0.017882,0.020666,7749.0,8541790.0
2014-09-04,0.113907,1690.0,34549.530134,3457.0,VTC,Vertcoin,0.113907,0.116671,0.111224,0.112975,7119.0,858557.0
2014-09-04,0.002059,,,,XLM,Stellar,0.002059,0.002177,0.002041,0.00213,58031.0,2296730.0
2014-09-05,489.67,67893.0,175811323.024,184256.0,BTC,Bitcoin,489.67,490.64,481.61,483.34,15302500.0,6477530000.0
2014-09-05,3.09,1129.0,488550.159819,3118.0,DASH,Dash,3.09,3.09,2.68,2.84,241196.0,14256300.0
2014-09-05,0.000113,2088.0,3624.74984967,2608.0,DGB,DigiByte,0.000113,0.000121,0.000109,0.000112,1609.0,140842.0
2014-09-05,0.000157,21170.0,1130814.08408,26089.0,DOGE,Dogecoin,0.000157,0.000169,0.000151,0.000163,507241.0,14348100.0
2014-09-05,5.17,3115.0,10983854.3073,9842.0,LTC,Litecoin,5.17,5.21,4.96,4.96,1855340.0,164151000.0
2014-09-05,0.020385,8.0,16853.05413,8.0,MAID,MaidSafeCoin,0.020385,0.021023,0.019313,0.020485,11751.0,9225330.0
2014-09-05,0.112974,1703.0,16284.3537364,3322.0,VTC,Vertcoin,0.112974,0.113229,0.111182,0.111439,4380.0,854756.0
2014-09-05,0.00213,,,,XLM,Stellar,0.00213,0.002134,0.00207,0.002082,26119.0,2386010.0
2014-09-06,483.34,63190.0,118729735.583,156318.0,BTC,Bitcoin,483.34,488.6,483.0,484.83,10601400.0,6395630000.0
2014-09-06,2.84,1104.0,2863308.03596,2837.0,DASH,Dash,2.84,3.21,2.79,2.98,221277.0,13110700.0
2014-09-06,0.000112,2081.0,3894.48381629,2531.0,DGB,DigiByte,0.000112,0.000112,9.1e-05,9.2e-05,1792.0,152284.0
2014-09-06,0.000165,23684.0,1503371.78238,30239.0,DOGE,Dogecoin,0.000165,0.000213,0.000164,0.000211,1616910.0,15112100.0
2014-09-06,4.97,3603.0,8751492.1827,9828.0,LTC,Litecoin,4.97,5.07,4.95,4.98,1604380.0,158040000.0
2014-09-06,0.020558,3.0,42064.710584,5.0,MAID,MaidSafeCoin,0.020558,0.020899,0.019621,0.019761,18819.0,9303710.0
2014-09-06,0.111445,1651.0,39800.110316,3273.0,VTC,Vertcoin,0.111445,0.112936,0.111283,0.11154,6690.0,846180.0
2014-09-06,0.002082,,,,XLM,Stellar,0.002082,0.002107,0.002058,0.002081,31676.0,2342120.0
2014-09-07,485.13,60197.0,127718367.151,234683.0,BTC,Bitcoin,485.13,488.07,482.28,482.28,8994050.0,6421460000.0
2014-09-07,2.98,866.0,142572.041846,2606.0,DASH,Dash,2.98,3.09,2.9,2.9,70704.0,13777400.0
2014-09-07,9.2e-05,2012.0,2614.74345489,2409.0,DGB,DigiByte,9.2e-05,9.7e-05,8.2e-05,8.6e-05,1516.0,126687.0
2014-09-07,0.00021,34512.0,2922889.46189,37668.0,DOGE,Dogecoin,0.00021,0.000217,0.000184,0.000188,800009.0,19248200.0
2014-09-07,4.99,3892.0,5937737.15516,9546.0,LTC,Litecoin,4.99,5.2,4.98,5.16,2465670.0,158564000.0
2014-09-07,0.019773,13.0,16182.2232,9.0,MAID,MaidSafeCoin,0.019773,0.020203,0.019154,0.019154,2150.0,8948460.0
2014-09-07,0.111592,1570.0,12573.288441,3156.0,VTC,Vertcoin,0.111592,0.11547,0.109013,0.111279,4872.0,850521.0
2014-09-07,0.00206,,,,XLM,Stellar,0.00206,0.002114,0.002024,0.002044,34744.0,2328500.0
2014-09-08,481.81,75622.0,202616314.631,193143.0,BTC,Bitcoin,481.81,489.83,468.79,474.6,30238000.0,6379410000.0
2014-09-08,2.9,881.0,161777.514352,2724.0,DASH,Dash,2.9,2.95,2.74,2.78,89576.0,13432500.0
2014-09-08,8.5e-05,1722.0,3024.00200213,2199.0,DGB,DigiByte,8.5e-05,9.2e-05,7.7e-05,8.2e-05,1646.0,118713.0
2014-09-08,0.000188,23115.0,4130635.1834,30029.0,DOGE,Dogecoin,0.000188,0.000189,0.000165,0.000175,726929.0,17230500.0
2014-09-08,5.16,2972.0,13236707.7606,8647.0,LTC,Litecoin,5.16,5.19,4.98,5.1,3382240.0,164063000.0
2014-09-08,0.019136,2.0,15703.212096,3.0,MAID,MaidSafeCoin,0.019136,0.019442,0.018607,0.018975,399.0,8659860.0
2014-09-08,0.111176,1593.0,11924.0390528,3165.0,VTC,Vertcoin,0.111176,0.111324,0.102819,0.105072,4615.0,850513.0
2014-09-08,0.002042,,,,XLM,Stellar,0.002042,0.002313,0.002026,0.002257,105569.0,2319720.0
2014-09-09,474.88,81666.0,196932291.466,233688.0,BTC,Bitcoin,474.88,477.38,467.78,475.26,21447800.0,6289350000.0
2014-09-09,2.78,871.0,110352.381865,2435.0,DASH,Dash,2.78,2.93,2.73,2.91,58552.0,12872700.0
2014-09-09,8.2e-05,1986.0,2733.75791321,2463.0,DGB,DigiByte,8.2e-05,9e-05,8e-05,8.1e-05,1114.0,115855.0
2014-09-09,0.000176,24017.0,1219661.49865,28128.0,DOGE,Dogecoin,0.000176,0.000195,0.000172,0.000195,619240.0,16174100.0
2014-09-09,5.09,3510.0,10100048.3803,9814.0,LTC,Litecoin,5.09,5.11,4.98,5.07,2241750.0,162200000.0
2014-09-09,0.018986,2.0,11391.6,3.0,MAID,MaidSafeCoin,0.018986,0.019085,0.018665,0.019013,707.0,8592300.0
2014-09-09,0.105131,1616.0,13532.3112567,3129.0,VTC,Vertcoin,0.105131,0.106199,0.10279,0.104455,4701.0,807306.0
2014-09-09,0.002265,,,,XLM,Stellar,0.002265,0.002272,0.002069,0.002178,51289.0,2586270.0
2014-09-10,475.48,72401.0,175127938.346,229112.0,BTC,Bitcoin,475.48,487.47,475.14,479.36,22787800.0,6299070000.0
2014-09-10,2.91,959.0,104093.892487,2721.0,DASH,Dash,2.91,2.95,2.82,2.82,61808.0,13508300.0
2014-09-10,8.1e-05,2093.0,5047.28399138,2572.0,DGB,DigiByte,8.1e-05,0.000123,8.1e-05,0.000101,4973.0,115283.0
2014-09-10,0.000194,25736.0,3407026.72688,29880.0,DOGE,Dogecoin,0.000194,0.000196,0.000184,0.000186,486354.0,17836500.0
2014-09-10,5.06,4378.0,12562400.2627,10242.0,LTC,Litecoin,5.06,5.41,5.04,5.34,4708510.0,161334000.0
2014-09-10,0.019022,5.0,17046.203882,7.0,MAID,MaidSafeCoin,0.019022,0.019999,0.019008,0.019393,1701.0,8608270.0
2014-09-10,0.104501,1705.0,22556.2818102,3285.0,VTC,Vertcoin,0.104501,0.106525,0.103153,0.103826,5505.0,805588.0
2014-09-10,0.002179,,,,XLM,Stellar,0.002179,0.002315,0.002179,0.002278,59878.0,2501190.0
2014-09-11,479.62,65856.0,153178548.336,173981.0,BTC,Bitcoin,479.62,482.35,474.61,479.75,16852900.0,6355700000.0
2014-09-11,2.82,954.0,168656.392206,2622.0,DASH,Dash,2.82,2.87,2.77,2.8,39876.0,13101500.0
2014-09-11,0.000101,2030.0,3125.37772626,2377.0,DGB,DigiByte,0.000101,0.000112,9.8e-05,0.000103,2952.0,144707.0
2014-09-11,0.000187,24792.0,2093842.89514,30680.0,DOGE,Dogecoin,0.000187,0.000208,0.000185,0.000204,686773.0,17150200.0
2014-09-11,5.34,3955.0,15907993.3395,10509.0,LTC,Litecoin,5.34,5.53,5.3,5.45,4135310.0,170316000.0
2014-09-11,0.019404,0.0,0.0,0.0,MAID,MaidSafeCoin,0.019404,0.019566,0.019098,0.01921,1457.0,8781280.0
2014-09-11,0.104021,1688.0,20987.5093107,3245.0,VTC,Vertcoin,0.104021,0.107369,0.099562,0.102095,3667.0,805003.0
2014-09-11,0.002244,,,,XLM,Stellar,0.002244,0.002619,0.002227,0.002501,113300.0,2590280.0
2014-09-12,479.58,68230.0,164529328.624,168305.0,BTC,Bitcoin,479.58,479.63,473.01,477.75,15437200.0,6357290000.0
2014-09-12,2.81,977.0,123306.258573,2688.0,DASH,Dash,2.81,2.85,2.73,2.85,64957.0,13041200.0
2014-09-12,0.000103,2161.0,4857.07104623,2499.0,DGB,DigiByte,0.000103,0.000146,9.7e-05,0.000146,6723.0,149154.0
2014-09-12,0.000203,21741.0,3194870.83451,28918.0,DOGE,Dogecoin,0.000203,0.000206,0.000195,0.000205,506222.0,18631900.0
2014-09-12,5.46,3646.0,13683436.6048,10237.0,LTC,Litecoin,5.46,5.46,5.31,5.38,2226060.0,174463000.0
2014-09-12,0.019204,8.0,1616.78476,7.0,MAID,MaidSafeCoin,0.019203,0.019496,0.018796,0.019433,2044.0,8690590.0
2014-09-12,0.102121,1595.0,19440.7572978,3199.0,VTC,Vertcoin,0.102121,0.102121,0.097252,0.099523,5264.0,793148.0
2014-09-12,0.0025,,,,XLM,Stellar,0.0025,0.00315,0.002495,0.002968,117052.0,2902440.0
2014-09-13,477.79,61065.0,111475641.908,154090.0,BTC,Bitcoin,477.79,482.12,475.1,479.0,15588000.0,6335400000.0
2014-09-13,2.85,933.0,160310.66289,2648.0,DASH,Dash,2.85,2.89,2.77,2.87,85324.0,13233400.0
2014-09-13,0.000146,2332.0,4130.37771904,2691.0,DGB,DigiByte,0.000146,0.00016,0.00012,0.000132,4716.0,215019.0
2014-09-13,0.000205,22839.0,10161246.5144,32030.0,DOGE,Dogecoin,0.000205,0.000267,0.000203,0.000267,1435840.0,18881500.0
2014-09-13,5.39,3630.0,11862315.147,15757.0,LTC,Litecoin,5.39,5.49,5.33,5.45,2376730.0,172425000.0
2014-09-13,0.019398,3.0,542.639652,6.0,MAID,MaidSafeCoin,0.019398,0.019522,0.018932,0.019294,5350.0,8778750.0
2014-09-13,0.099536,1562.0,15212.4952564,3160.0,VTC,Vertcoin,0.099536,0.102478,0.096937,0.099447,6783.0,775921.0
